strang,  range
quear,  queer
quire,  queer
qustion,  question
queston,  question
qustions,  questions
quite,  quick
quik,  quick
quck,  quick
quickley,  quickly
quite,  quiet
quitly,  quietly
quitely,  quietly
cwilt,  quilt
quite,  quit
quit,  quite
quotion,  quotation
quot,  quote
rabit,  rabbit
rase,  race
rake,  rack
wrack,  rack
raido,  radio
raddish,  radish
rale,  rail
railrode,  railroad
ralway,  railway
ran,  rain
rane,  rain
raind,  rained
rand,  rained
raning,  raining
rainey,  rainy
rase,  raise
rased,  raised
rasing,  raising
rack,  rake
run,  ran
ring,  rang
raing,  rang
ranke,  rank
raped,  rapid
rapedly,  rapidly
ret,  rat
rait,  rate
ratle,  rattle
row,  raw
rore,  raw
rech,  reach
reched,  reached
reching,  reaching
red,  read
reed,  read
reder,  reader
readly,  readily
redily,  readily
reding,  reading
rede,  ready
redy,  ready
reel,  real
relize,  realize
realy,  really
reson,  reason
resonable,  reasonable
resons,  reasons
rebell,  rebel
recoll,  recall
reciept,  receipt
recieve,  receive
recieved,  received
recieving,  receiving
resent,  recent
resently,  recently
reseption,  reception
reses,  recess
reces,  recess
resipe,  recipe
resite,  recite
recon,  reckon
reconize,  recognize
recognise,  recognize
recolect,  recollect
reccollect,  recollect
recomend,  recommend
reccomend,  recommend
recomendation,  recommendation
recuver,  recover
rad,  red
reduse,  reduce
refere,  refer
referance,  reference
refered,  referred
refering,  referring
refond,  refund
refound,  refund
refuce,  refuse
refues,  refuse
reguard,  regard
reguarding,  regarding
regaurding,  regarding
reagion,  region
regester,  register
regestration,  registration
registeration,  registration
regreat,  regret
reguler,  regular
regulary,  regularly
reguarly,  regularly
rein,  reign
reighn,  reign
rejoce,  rejoice
rejoyce,  rejoice
relitive,  relative
relieable,  reliable
relible,  reliable
releif,  relief
releaf,  relief
releive,  relieve
religon,  religion
religous,  religious
remane,  remain
remaine,  remain
remander,  remainder
remarke,  remark
remidy,  remedy
rember,  remember
rembered,  remembered
rememberance,  remembrance
remined,  remind
remine,  remind
remitt,  remit
remitance,  remittance
remitence,  remittance
remittence,  remittance
remov,  remove
renove,  remove
rander,  render
renderd,  rendered
renue,  renew
renual,  renewal
reant,  rent
repare,  repair
reapeat,  repeat
replyed,  replied
replie,  reply
repesent,  represent
repersent,  represent
representitive,  representative
republician,  republican
repution,  reputation
repretation,  reputation
requst,  request
requsted,  requested
requier,  require
requare,  require
rezemble,  resemble
resurve,  reserve
resedent,  resident
resadent,  resident
resourt,  resort
respectible,  respectable
respectfuly,  respectfully
responce,  response
responsability,  responsibility
responsable,  responsible
rast,  rest
resturant,  restaurant
retale,  retail
retane,  retain
reveng,  revenge
revinue,  revenue
reverce,  reverse
revue,  review
revew,  review
reword,  reward
ribben,  ribbon
ribbin,  ribbon
rise,  rice
rick,  rich
red,  rid
rid,  ride
ried,  ride
rideing,  riding
rite,  right
rip,  ripe
raise,  rise
rizing,  rising
riseing,  rising
resk,  risk
rever,  river
rode,  road
raw,  roar
rost,  roast
robe,  rob
rab,  rob
robbin,  robin
rok,  rock
roke,  rock
rode,  rod
rod,  rode
rol,  roll
rold,  rolled
rolld,  rolled
roling,  rolling
rofe,  roof
rof,  roof
roon,  room
roster,  rooster
roaster,  rooster
rop,  rope
roes,  rose
ross,  roses
rotton,  rotten
ruff,  rough
rond,  round
rout,  route
ro,  row
roe,  row
royle,  royal
rob,  rub
ruber,  rubber
roud,  rude
ruffel,  ruffle
rog,  rug
rag,  rug
ruen,  ruin
rune,  ruin
roler,  ruler
rooler,  ruler
ran,  run
runing,  running
roral,  rural
rurel,  rural
ruch,  rush
ruched,  rushed
rey,  rye
sabboth,  sabbath
sake,  sack
sak,  sack
sacrafice,  sacrifice
sarifice,  sacrifice
sade,  sad
sed,  sad
sadle,  saddle
saddel,  saddle
save,  safe
safly,  safely
savely,  safely
safty,  safety
sed,  said
siad,  said
sale,  sail
sall,  sail
saild,  sailed
saling,  sailing
sailer,  sailor
sack,  sake
salery,  salary
sail,  sale
sailsman,  salesman
slat,  salt
solt,  salt
sulute,  salute
sane,  same
sam,  same
sampel,  sample
sant,  sand
sandwitch,  sandwich
sing,  sang
song,  sang
saing,  sang
sanatary,  sanitary
santa_clus,  santa_claus
sorcastic,  sarcastic
sach,  sash
set,  sat
saten,  satin
satifaction,  satisfaction
satisfactorly,  satisfactorily
satisfactorally,  satisfactorily
satifactory,  satisfactory
satisfyed,  satisfied
satisfie,  satisfy
sauser,  saucer
soser,  saucer
safe,  save
saveing,  saving
sow,  saw
sew,  sawsor,  saw
saing,  saying
seys,  says
skale,  scale
scarse,  scarce
scarcly,  scarcely
scarsely,  scarcely
scar,  scare
skare,  scare
skarf,  scarf
scarfe,  scarf
scarlit,  scarlet
scater,  scatter
seen,  scene
senery,  scenery
schedual,  schedule
scedual,  schedule
sceam,  scheme
scholer,  scholar
scool,  school
skool,  school
sceince,  science
sience,  science
sissors,  scissors
skold,  scold
schold,  scold
scor,  score
skore,  score
skout,  scout
scarp,  scrap
skrap,  scrap
scrach,  scratch
screem,  scream
screm,  scream
scub,  scrub
see,  sea
seel,  seal
serch,  search
seson,  season
set,  seat
secert,  secret
serect,  secret
secratary,  secretary
sucure,  secure
sicure,  secure
sucured,  secured
secureing,  securing
se,  see
sed,  seed
sede,  seed
seing,  seeing
seak,  seek
seen,  seem
seams,  seems
sen,  seen
sieze,  seize
cease,  seize
seldem,  seldom
celect,  select
celected,  selected
slef,  self
silf,  self
selfesh,  selfish
sall,  sell
seling,  selling
simester,  semester
semesta,  semester
senete,  senate
senet,  senate
senetor,  senator
snd,  send
sand,  send
senting,  sending
seinor,  senior
sence,  sense
sensable,  sensible
senseable,  sensible
sant,  sent
sentance,  sentence
seperate,  separate
sep.,  sept.
septmber,  september
septenber,  september
serious,  series
serously,  seriously
serman,  sermon
cermon,  sermon
servent,  servant
surve,  serve
servise,  service
survice,  service
sesion,  session
secion,  session
sat,  set
seting,  setting
settel,  settle
settelment,  settlement
seventen,  seventeen
seven,  seventh
seventee,  seventy
sevral,  several
severl,  several
sever,  severe
severe,  severe
sow,  sew
so,  sew
sowing,  sewing
sweing,  sewing
shad,  shade
sade,  shade
shodow,  shadow
shack,  shake
sall,  shall
shal,  shall
shalow,  shallow
shap,  shape
sheap,  shape
shear,  share
shad,  shed
ched,  shed
seep,  sheep
sheat,  sheet
shet,  sheet
sheats,  sheets
shalf,  shelf
shel,  shell
shall,  shell
selter,  shelter
sheter,  shelter
shepard,  shepherd
sheperd,  shepherd
sheild,  shield
shin,  shine
shineing,  shining
shinning,  shining
shipe,  ship
shiped,  shipped
shiping,  shipping
schock,  shock
shok,  shock
shou,  shoe
shose,  shoes
shuk,  shook
shok,  shook
shot,  shoot
shap,  shop
shoping,  shopping
shor,  shore
shot,  short
shat,  shot
shoud,  should
sould,  should
sholder,  shoulder
showt,  shout
shuve,  shove
shovle,  shovel
shuvel,  shovel
sow,  show
sho,  show
shod,  showed
showd,  showed
shour,  shower
shouing,  showing
shoing,  showing
showen,  shown
shone,  shown
shreik,  shriek
shot,  shut
shat,  shut
sik,  sick
sicknes,  sickness
sid,  side
sidwalk,  sidewalk
seige,  siege
site,  sight
sighn,  sign
signiture,  signature
sighned,  signed
singed,  signed
silents,  silence
sily,  silly
sliver,  silver
siver,  silver
similiar,  similar
simpel,  simple
sine,  sin
sen,  sin
sins,  since
sincer,  sincere
sincerly,  sincerely
song,  sing
sining,  singing
singel,  single
senk,  sink
ser,  sir
sat,  sit
set,  sit
siting,  sitting
sex,  six
sixten,  sixteen
sixtine,  sixteen
six,  sixth
sixtey,  sixty
sise,  size
skat,  skate
skateing,  skating
scin,  skin
skep,  skip
scip,  skip
scirt,  skirt
skert,  skirt
slav,  slave
slad,  sled
slep,  sleep
sleping,  sleeping
slepping,  sleeping
sleppy,  sleepy
sleat,  sleet
sleave,  sleeve
slay,  sleigh
sliegh,  sleigh
slise,  slice
slid,  slide
slite,  slight
slep,  slip
sliped,  slipped
sliper,  slipper
slipers,  slippers
slipery,  slippery
slo,  slow
slouly,  slowly
sloly,  slowly
smal,  small
smaler,  smaller
smoler,  smaller
smel,  smell
small,  smell
smil,  smile
smok,  smoke
smock,  smoke
smokeing,  smoking
smooking,  smoking
smoth,  smooth
snak,  snake
sno,  snow
sow,  snow
sow,  so
soke,  soak
sope,  soap
socal,  social
socity,  society
saft,  soft
sole,  soil
soile,  soil
solger,  soldier
solgers,  soldiers
solders,  soldiers
soul,  sole
soled,  solid
solow,  solo
slove,  solve
sombody,  somebody
somone,  someone
somthing,  something
somtime,  sometime
sometime,  sometimes
somwhat,  somewhat
somwere,  somewhere
somewere,  somewhere
sun,  son
son,  soon
soner,  sooner
sonner,  sooner
saw,  sore
sor,  sore
sory,  sorry
sorte,  sort
sole,  soul
sond,  sound
sup,  soup
sourse,  source
sauce,  source
soth,  south
sorth,  south
southen,  southern
southren,  southern
sew,  sow
spase,  space
spad,  spade
spear,  spare
sporrow,  sparrow
spek,  speak
speack,  speak
speacker,  speaker
speking,  speaking
spere,  spear
speciman,  specimen
speach,  speech
spead,  speed
spll,  spell
speling,  spelling
spere,  sphere
spiter,  spider
spil,  spill
spen,  spin
spirt,  spirit
splended,  splendid
spilt,  split
splite,  split
spol,  spoil
spoled,  spoiled
spok,  spoke
spock,  spoke
spon,  spoon
sprot,  sport
spot,  sport
spat,  spot
spout,  spot
spred,  spread
sping,  spring
sprinkel,  sprinkle
squar,  square
sqare,  square
squeese,  squeeze
squrrel,  squirrel
stabel,  stable
stake,  stack
stag,  stage
stare,  stair
star,  stair
stars,  stairs
steak,  stake
stack,  stake
stork,  stalk
stap,  stamp
stanp,  stamp
sand,  stand
standerd,  standard
standed,  standard
stading,  standing
sanding,  standing
standes,  stands
stans,  stands
str,  star
stare,  star
starge,  starch
startch,  starch
stair,  stare
staring,  starting
stave,  starve
stat,  state
statment,  statement
stats,  states
stateing,  stating
stationery,  stationary
stationary,  stationery
sta,  stay
stae,  stay
stad,  stayed
stayd,  stayed
staing,  staying
stedy,  steady
stel,  steal
stem,  steam
steem,  steam
stemer,  steamer
steal,  steel
steap,  steep
step,  steep
ster,  steer
stear,  steer
stenografer,  stenographer
stap,  step
staps,  steps
stik,  stick
stif,  stiff
stife,  stiff
steng,  sting
ster,  stir
stur,  stir
stich,  stitch
stark,  stock
stokings,  stockings
stol,  stole
stold,  stole
stomack,  stomach
stomache,  stomach
ston,  stone
stod,  stood
stap,  stop
stoped,  stopped
stoping,  stopping
stor,  store
storys,  stories
stores,  stories
strom,  storm
storey,  story
stary,  story
store,  story
stov,  stove
strait,  straight
straiten,  straighten
stran,  strain
strang,  strange
strow,  straw
strawbery,  strawberry
strem,  stream
streem,  stream
steet,  street
strengh,  strength
strenght,  strength
strech,  stretch
streach,  stretch
strick,  strict
stricked,  strict
strick,  strike
sting,  string
strog,  strong
strugle,  struggle
stuborn,  stubborn
stuk,  stuck
stok,  stuck
sudent,  student
studyed,  studied
studed,  studied
studys,  studies
studing,  studying
stuf,  stuff
stof,  stuff
stomp,  stump
stuped,  stupid
stile,  style
styleish,  stylish
subgect,  subject
subjuct,  subject
submite,  submit
sumit,  submit
subscribtion,  subscription
subsitute,  substitute
suberb,  suburb
success,  succeed
succed,  succeed
succeded,  succeeded
sucess,  success
succes,  success
succesful,  successful
sach,  such
suden,  sudden
sufer,  suffer
sufficiant,  sufficient
suger,  sugar
sugest,  suggest
sugested,  suggested
sugjested,  suggested
sugestion,  suggestion
sute,  suit
suite,  suit
suitible,  suitable
some,  sum
sumer,  summer
san,  sun
son,  sun
sanday,  sunday
sonk,  sunk
suny,  sunny
sunshin,  sunshine
superintendants,  superintendents
supperior,  superior
super,  supper
suplied,  supplied
supplys,  supplies
suply,  supply
suport,  support
supose,  suppose
suposed,  supposed
shore,  sure
shor,  sure
shure,  sure
surly,  surely
surley,  surely
serface,  surface
suprise,  surprise
suprised,  surprised
suprise,  surprised
surender,  surrender
suround,  surround
surounded,  surrounded
surronded,  surrounded
survay,  survey
swollow,  swallow
swar,  swear
swer,  swear
sware,  swear
swet,  sweat
swetter,  sweater
sweeter,  sweater
swep,  sweep
swet,  sweet
swel,  swell
sweped,  swept
swin,  swim
swiming,  swimming
suing,  swing
swich,  switch
sord,  sword
sylable,  syllable
silable,  syllable
sympthy,  sympathy
sistem,  system
tabl,  table
tabel,  table
tablit,  tablet
tablt,  tablet
tackel,  tackle
takle,  tackle
tacked,  tact
tage,  tag
tall,  tail
tale,  tail
tak,  take
takin,  taken
takeing,  taken
taks,  takes
takeing,  taking
tail,  tale
talant,  talent
taking,  talking
toll,  tall
tam,  tame
tain,  tan
tane,  tan
tare,  tar
tarrif,  tariff
tarriff,  tariff
tasked,  task
tast,  taste
tought,  taught
tacks,  tax
tae,  tea
tech,  teach
techer,  teacher
teching,  teaching
teem,  team
tare,  tear
tair,  tear
teas,  tease
tedius,  tedious
tedeus,  tedious
teth,  teeth
telagram,  telegram
telagraph,  telegraph
telaphone,  telephone
telphone,  telephone
tall,  tell
tel,  tell
teling,  telling
telles,  tells
tels,  tells
tenper,  temper
temperture,  temperature
tempel,  temple
temperary,  temporary
temtation,  temptation
tan,  ten
tenis,  tennis
tant,  tent
tent,  tenth
turm,  term
terrable,  terrible
terriable,  terrible
terrible,  terribly
teritory,  territory
testomony,  testimony
testamony,  testimony
texed,  text
then,  than
think,  thank
thankfull,  thankful
thankfill,  thankful
thinking,  thanking
thankgiving,  thanksgiving
thet,  that
tat,  that
thate's,  that's
theather,  theater
there,  their
thier,  their
then,  them
tham,  them
themselfs,  themselves
ther,  there
therefor,  therefore
thes,  these
thay,  they
thik,  thick
theif,  thief
thinble,  thimble
thimbel,  thimble
thine,  thin
ting,  thing
tings,  things
thing,  think
tink,  think
thinging,  thinking
therd,  third
thrid,  third
therteen,  thirteen
thurty,  thirty
through,  thorough
thourough,  thorough
throughy,  thoroughly
thouroughly,  thoroughly
thos,  those
thoes,  those
thow,  though
tho,  though
thot,  thought
thousend,  thousand
thred,  thread
thret,  threat
thee,  three
throw,  threw
through,  threw
throw,  through
threw,  through
thoughout,  throughout
thow,  throw
throne,  thrown
thron,  thrown
thum,  thumb
thounder,  thunder
thous,  thus
tiket,  ticket
tickeled,  tickled
tickeld,  tickled
tid,  tied
tigar,  tiger
tite,  tight
tell,  till
tember,  timber
tenber,  timber
tine,  time
tim,  time
tims,  times
timed,  timid
ten,  tin
tiney,  tiny
tine,  tiny
tep,  tip
tier,  tire
tried,  tired
tittle,  title
tost,  toast
tobacko,  tobacco
tobaco,  tobacco
tobbaco,  tobacco
tow,  toe
togather,  together
toll,  told
tmato,  tomato
tomto,  tomato
tomatos,  tomatoes
tomorow,  tomorrow
tun,  ton
tounge,  tongue
tonit,  tonight
two,  too
to,  too
toke,  took
tok,  took
tol,  tool
toles,  tools
tooles,  tools
toth,  tooth
tuth,  tooth
tap,  top
tor,  tore
turn,  torn
tron,  torn
totle,  total
tuch,  touch
tuff,  tough
tord,  toward
towl,  towel
toun,  town
trase,  trace
trak,  track
trad,  trade
trede,  trade
trafic,  traffic
tran,  train
traning,  training
trap,  tramp
tranp,  tramp
transfered,  transferred
trape,  trap
travle,  travel
travler,  traveler
travling,  traveling
tresure,  treasure
treasurey,  treasury
treet,  treat
treeted,  treated
treted,  treated
tre,  tree
tee,  tree
tres,  trees
trail,  trial
trik,  trick
tride,  tried
triffle,  trifle
trem,  trim
trimed,  trimmed
tripe,  trip
trolly,  trolley
troup,  troop
troble,  trouble
truble,  trouble
trouses,  trousers
trot,  trout
truk,  truck
troo,  true
trow,  true
truely,  truly
tronk,  trunk
troth,  truth
thruth,  truth
tri,  try
tring,  trying
triing,  trying
tab,  tub
tob,  tub
tub,  tube
tusday,  tuesday
tuseday,  tuesday
tunel,  tunnel
turky,  turkey
trun,  turn
turnd,  turned
turnup,  turnip
turtel,  turtle
twelth,  twelfth
twelv,  twelve
twelf,  twelve
tewenty,  twenty
twise,  twice
twis,  twice
twlight,  twilight
twen,  twin
to,  two
tow,  two
tipe,  type
typwriter,  typewriter
tyfoid,  typhoid
tifoid,  typhoid
unbrella,  umbrella
umbrela,  umbrella
onable,  unable
unabel,  unable
uncil,  uncle
uncomftable,  uncomfortable
unconfortable,  uncomfortable
